DATE;HEURE;LAT;LON;SEXE;AGE
19/01/2008;04:00;-45.86;59.761;M;22
19/01/2008;08:00;-46.327;51.703;M;22
19/01/2008;12:00;-46.474;67.173;M;22
19/01/2008;16:00;-46.456;67.159;M;22
19/01/2008;20:00;-46.461;67.209;M;22
20/01/2008;12:00;-46.337;67.185;M;22
20/01/2008;16:00;-46.342;67.112;M;22
20/01/2008;20:00;-46.369;67.141;M;22
21/01/2008;04:00;-46.688;66.462;M;22
21/01/2008;12:00;-46.318;67.164;M;22
21/01/2008;12:04;-46.327;67.199;M;22
21/01/2008;12:20;-46.328;67.279;M;22
21/01/2008;16:00;-46.334;67.188;M;22
21/01/2008;17:53;-46.348;67.204;M;22
21/01/2008;18:20;-46.349;67.217;M;22
21/01/2008;21:38;-46.38;67.322;M;22
21/01/2008;23:34;-46.335;67.236;M;22
21/01/2008;23:41;-46.352;67.273;M;22
22/01/2008;12:00;-46.319;67.397;M;22
23/01/2008;16:00;-46.387;65.299;M;22
24/01/2008;00:00;-46.474;65.351;M;22
24/01/2008;00:34;-44.196;53.205;M;22
24/01/2008;00:49;-46.534;65.452;M;22
24/01/2008;04:35;-46.449;65.384;M;22
24/01/2008;04:56;-46.507;65.69;M;22
24/01/2008;18:27;-46.414;65.603;M;22
28/01/2008;12:00;-45.507;62.562;M;22
28/01/2008;16:00;-45.413;62.592;M;22
28/01/2008;20:00;-45.324;62.607;M;22
29/01/2008;00:00;-45.255;62.647;M;22
29/01/2008;16:00;-46.271;61.779;M;22
30/01/2008;04:00;-45.559;60.702;M;22
30/01/2008;06:04;-45.172;60.915;M;22
30/01/2008;08:00;-45.471;59.05;M;22
30/01/2008;11:59;-45.749;58.883;M;22
30/01/2008;13:41;-45.806;58.828;M;22
30/01/2008;13:43;-45.551;60.207;M;22
31/01/2008;04:00;-46.585;58.547;M;22
31/01/2008;08:00;-46.58;58.575;M;22
31/01/2008;20:00;-46.28;58.128;M;22
02/02/2008;12:00;-46.359;51.708;M;22
11/02/2008;21:20;-46.352;51.702;M;22
11/02/2008;23:02;-46.381;51.684;M;22
13/02/2008;00:19;-47.128;49.891;M;22
13/02/2008;00:57;-47.094;50.16;M;22
13/02/2008;01:59;-46.95;50.179;M;22
13/02/2008;04:22;-46.814;50.11;M;22
13/02/2008;05:36;-46.801;50.166;M;22
13/02/2008;06:02;-46.805;50.174;M;22
13/02/2008;07:16;-46.792;50.133;M;22
14/02/2008;11:00;-46.561;49.804;M;22
14/02/2008;12:39;-46.533;50.123;M;22
14/02/2008;12:46;-46.737;49.891;M;22
14/02/2008;14:07;-46.653;49.598;M;22
14/02/2008;14:27;-46.499;50.502;M;22
14/02/2008;15:44;-46.469;49.997;M;22
14/02/2008;16:07;-46.594;49.801;M;22
14/02/2008;17:53;-46.666;49.829;M;22
14/02/2008;19:04;-46.743;49.605;M;22
14/02/2008;19:33;-46.71;49.902;M;22
15/02/2008;22:20;-46.382;51.594;M;22
15/02/2008;23:42;-46.356;51.696;M;22
27/02/2008;06:52;-46.367;51.7;M;22
28/02/2008;10:16;-42.78;55.759;M;22
28/02/2008;11:57;-42.759;55.772;M;22
28/02/2008;12:11;-42.553;55.836;M;22
28/02/2008;13:03;-42.575;56.26;M;22
28/02/2008;13:53;-42.772;55.576;M;22
28/02/2008;14:44;-42.212;57.607;M;22
28/02/2008;15:32;-41.941;57.831;M;22
28/02/2008;17:04;-41.754;58.182;M;22
28/02/2008;18:07;-41.827;57.753;M;22
28/02/2008;18:43;-41.604;58.511;M;22
29/02/2008;19:22;-41.977;66.275;M;22
29/02/2008;19:52;-42.008;66.73;M;22
29/02/2008;19:58;-42.018;66.67;M;22
29/02/2008;20:57;-41.917;67.118;M;22
29/02/2008;21:34;-42.062;67.508;M;22
29/02/2008;22:37;-42.169;67.388;M;22
29/02/2008;23:12;-42.193;67.72;M;22
01/03/2008;00:16;-42.3;68.294;M;22
01/03/2008;00:50;-42.403;68.887;M;22
01/03/2008;01:48;-43.092;69.539;M;22
01/03/2008;02:22;-42.895;70.201;M;22
01/03/2008;03:27;-43.196;71.004;M;22
01/03/2008;03:59;-43.401;71.455;M;22
01/03/2008;05:07;-43.687;71.967;M;22
02/03/2008;05:18;-48.191;73.429;M;22
02/03/2008;06:29;-47.9;72.855;M;22
02/03/2008;07:00;-48.6;72.898;M;22
02/03/2008;07:59;-47.522;72.359;M;22
02/03/2008;09:43;-47.064;72.277;M;22
02/03/2008;10:43;-46.572;71.624;M;22
02/03/2008;10:55;-46.674;71.7;M;22
02/03/2008;11:23;-46.348;71.661;M;22
02/03/2008;12:39;-45.974;70.943;M;22
02/03/2008;14:04;-45.469;70.638;M;22
02/03/2008;14:20;-45.394;70.548;M;22
03/03/2008;16:39;-45.753;67.38;M;22
03/03/2008;17:07;-45.748;67.395;M;22
03/03/2008;18:19;-45.755;67.391;M;22
03/03/2008;18:48;-45.752;67.412;M;22
03/03/2008;19:23;-45.766;67.418;M;22
03/03/2008;21:03;-45.75;67.439;M;22
03/03/2008;21:59;-45.732;67.438;M;22
03/03/2008;22:03;-45.75;67.438;M;22
03/03/2008;23:40;-45.742;67.465;M;22
03/03/2008;23:44;-45.746;67.471;M;22
05/03/2008;00:56;-45.952;65.286;M;22
05/03/2008;01:12;-46.104;65.142;M;22
05/03/2008;02:32;-46.513;64.299;M;22
05/03/2008;03:46;-47.143;64.183;M;22
05/03/2008;04:10;-47.346;64.134;M;22
05/03/2008;05:26;-47.941;64.391;M;22
05/03/2008;05:50;-48.168;64.534;M;22
05/03/2008;07:28;-48.802;65.029;M;22
06/03/2008;10:41;-47.706;65.609;M;22
06/03/2008;11:39;-47.584;66.182;M;22
06/03/2008;12:20;-47.172;66.257;M;22
06/03/2008;12:46;-47.039;66.296;M;22
06/03/2008;13:22;-46.711;66.636;M;22
06/03/2008;14:24;-46.27;66.732;M;22
06/03/2008;14:59;-46.174;66.74;M;22
06/03/2008;17:19;-46.126;66.754;M;22
06/03/2008;17:38;-46.129;66.753;M;22
06/03/2008;18:52;-46.123;66.777;M;22
06/03/2008;18:59;-46.118;66.794;M;22
06/03/2008;19:19;-46.117;66.81;M;22
07/03/2008;20:20;-42.533;64.976;M;22
07/03/2008;22:02;-42.509;65.011;M;22
07/03/2008;22:56;-42.509;65.025;M;22
07/03/2008;23:44;-42.513;65.033;M;22
08/03/2008;00:38;-42.598;65.117;M;22
08/03/2008;01:24;-43.002;65.005;M;22
08/03/2008;02:43;-43.452;64.923;M;22
08/03/2008;03:00;-43.569;64.967;M;22
08/03/2008;04:23;-44.13;64.603;M;22
08/03/2008;04:39;-44.172;64.549;M;22
09/03/2008;05:59;-45.861;61.71;M;22
09/03/2008;08:29;-45.913;61.754;M;22
09/03/2008;10:10;-45.876;61.778;M;22
09/03/2008;12:43;-45.87;61.867;M;22
09/03/2008;13:14;-45.858;61.889;M;22
09/03/2008;14:24;-45.869;61.898;M;22
10/03/2008;17:37;-43.911;57.902;M;22
10/03/2008;17:49;-43.915;57.899;M;22
10/03/2008;19:18;-43.909;57.926;M;22
10/03/2008;19:27;-43.908;57.927;M;22
10/03/2008;19:52;-43.918;57.93;M;22
10/03/2008;21:30;-43.889;57.971;M;22
11/03/2008;00:12;-43.875;58.048;M;22
12/03/2008;03:11;-44.805;52.264;M;22
12/03/2008;04:40;-44.916;52.181;M;22
12/03/2008;04:48;-44.926;52.193;M;22
12/03/2008;06:20;-45.158;52.025;M;22
12/03/2008;06:28;-45.163;52.011;M;22
12/03/2008;09:37;-45.986;51.4;M;22
13/03/2008;13:18;-46.359;51.71;M;16
18/02/2008;20:00;-46.428;51.861;M;16
21/02/2008;12:00;-49.989;58.922;M;16
21/02/2008;12:41;-50.029;59.075;M;16
21/02/2008;13:06;-50.112;58.948;M;16
21/02/2008;13:19;-50.122;59.079;M;16
21/02/2008;13:25;-51.172;58.795;M;16
21/02/2008;17:07;-49.886;58.026;M;16
21/02/2008;17:59;-49.802;58.121;M;16
21/02/2008;18:04;-49.788;57.948;M;16
21/02/2008;18:48;-49.578;57.953;M;16
21/02/2008;20:56;-48.974;57.222;M;16
21/02/2008;21:16;-48.91;57.054;M;16
21/02/2008;21:20;-48.89;57.27;M;16
21/02/2008;22:33;-49.178;57.132;M;16
23/02/2008;16:00;-46.829;51.928;M;16
24/02/2008;01:30;-46.621;51.993;M;16
24/02/2008;01:38;-43.513;35.692;M;16
24/02/2008;05:32;-46.494;52.097;M;16
24/02/2008;16:00;-46.428;51.861;M;19
09/02/2008;14:00;-46.36;51.71;M;19
10/02/2008;10:00;-46.819;50.082;M;19
10/02/2008;11:41;-46.844;50.043;M;19
10/02/2008;13:11;-46.807;50.04;M;19
10/02/2008;14:22;-46.847;49.658;M;19
10/02/2008;14:51;-46.771;50.118;M;19
10/02/2008;16:00;-46.748;50.09;M;19
10/02/2008;17:36;-46.748;50.016;M;19
11/02/2008;20:15;-46.98;49.924;M;19
11/02/2008;20:36;-46.861;49.779;M;19
11/02/2008;21:20;-46.901;49.995;M;19
11/02/2008;23:03;-46.848;49.997;M;19
11/02/2008;23:42;-46.911;50.111;M;19
12/02/2008;01:20;-46.833;49.842;M;19
12/02/2008;02:12;-46.911;50.194;M;19
13/02/2008;04:22;-46.745;50.015;M;19
13/02/2008;05:36;-46.781;50.026;M;19
13/02/2008;06:00;-46.754;50.046;M;19
13/02/2008;07:16;-46.758;50.083;M;19
13/02/2008;09:31;-46.77;50.056;M;19
13/02/2008;11:10;-46.766;50.106;M;19
13/02/2008;12:36;-46.751;50.087;M;19
13/02/2008;13:08;-46.735;50.103;M;19
14/02/2008;14:07;-46.888;49.785;M;19
14/02/2008;15:44;-46.769;50.043;M;19
14/02/2008;16:06;-46.841;50.058;M;19
14/02/2008;17:25;-46.658;49.756;M;19
14/02/2008;17:55;-46.812;49.928;M;19
14/02/2008;19:04;-46.87;49.865;M;19
14/02/2008;19:33;-46.832;49.962;M;19
14/02/2008;22:32;-46.878;49.897;M;19
14/02/2008;23:54;-46.829;49.92;M;19
16/02/2008;01:22;-45.402;50.535;M;19
16/02/2008;01:27;-45.451;50.548;M;19
16/02/2008;04:57;-45.492;50.739;M;19
16/02/2008;06:04;-45.505;50.794;M;19
16/02/2008;06:38;-45.503;50.787;M;19
17/02/2008;10:30;-45.532;50.7;M;19
17/02/2008;12:08;-45.828;50.879;M;19
17/02/2008;13:15;-45.795;50.994;M;19
17/02/2008;13:30;-45.79;50.896;M;19
17/02/2008;14:55;-45.789;50.924;M;19
17/02/2008;17:56;-45.733;50.958;M;19
17/02/2008;18:32;-45.769;50.956;M;19
17/02/2008;19:36;-45.755;50.995;M;19
17/02/2008;20:12;-45.754;50.988;M;19
17/02/2008;20:20;-45.76;51.003;M;19
18/02/2008;20:55;-46.305;51.985;M;19
18/02/2008;21:50;-46.246;52.064;M;19
18/02/2008;23:07;-46.243;51.972;M;19
19/02/2008;00:16;-46.225;52.008;M;19
19/02/2008;00:49;-46.245;51.984;M;19
19/02/2008;01:56;-46.229;52.049;M;19
19/02/2008;02:28;-46.352;51.982;M;19
19/02/2008;03:56;-46.265;51.958;M;19
19/02/2008;04:57;-46.33;51.89;M;19
19/02/2008;05:36;-46.367;51.819;M;19
19/02/2008;06:38;-46.336;51.811;M;19
19/02/2008;12:40;-46.36;51.71;M;19
13/02/2008;00:00;-46.359;51.709;M;29
13/02/2008;08:00;-47.131;50.686;M;29
13/02/2008;16:00;-46.359;51.709;M;29
13/02/2008;20:00;-46.187;54.734;M;29
14/02/2008;00:00;-46.207;54.761;M;29
14/02/2008;04:00;-46.232;54.846;M;29
14/02/2008;08:00;-46.23;54.937;M;29
14/02/2008;12:00;-46.185;54.982;M;29
14/02/2008;16:00;-45.793;55.16;M;29
14/02/2008;20:00;-44.799;55.56;M;29
15/02/2008;00:00;-44.798;55.651;M;29
15/02/2008;04:00;-44.756;55.776;M;29
15/02/2008;06:28;-44.761;55.573;M;29
15/02/2008;08:00;-44.684;55.831;M;29
15/02/2008;09:08;-44.666;55.851;M;29
15/02/2008;10:49;-44.651;55.83;M;29
15/02/2008;12:00;-44.645;55.822;M;29
15/02/2008;12:12;-44.641;55.814;M;29
15/02/2008;12:22;-44.644;55.826;M;29
15/02/2008;13:55;-44.637;55.797;M;29
15/02/2008;16:00;-44.654;55.819;M;29
15/02/2008;17:36;-44.681;55.841;M;29
15/02/2008;20:00;-44.678;55.869;M;29
16/02/2008;00:00;-44.678;55.926;M;29
16/02/2008;04:00;-44.68;55.954;M;29
16/02/2008;08:00;-44.74;56.01;M;29
16/02/2008;12:00;-45.087;57.15;M;29
17/02/2008;00:00;-45.297;57.613;M;29
17/02/2008;04:00;-46.191;58.451;M;29
17/02/2008;08:00;-46.915;58.647;M;29
17/02/2008;12:00;-46.951;58.785;M;29
17/02/2008;16:00;-47.044;59.328;M;29
17/02/2008;20:00;-47.047;59.817;M;29
18/02/2008;00:00;-47.028;59.843;M;29
18/02/2008;04:00;-48.238;60.401;M;29
18/02/2008;08:00;-48.91;61.776;M;29
18/02/2008;12:00;-48.162;63.389;M;29
18/02/2008;12:50;-48.495;63.773;M;29
18/02/2008;13:19;-48.763;63.544;M;29
18/02/2008;16:00;-47.935;64.688;M;29
18/02/2008;16:29;-47.898;64.678;M;29
18/02/2008;17:30;-47.931;64.677;M;29
18/02/2008;18:08;-47.924;64.716;M;29
18/02/2008;20:00;-47.924;64.692;M;29
18/02/2008;20:52;-48.261;65.147;M;29
18/02/2008;21:27;-48.029;65.154;M;29
18/02/2008;21:48;-47.603;65.584;M;29
19/02/2008;04:00;-48.238;60.401;M;29
19/02/2008;08:00;-46.921;69.6;M;29
19/02/2008;12:00;-46.895;70.187;M;29
19/02/2008;16:00;-47.042;71.016;M;29
20/02/2008;04:00;-49.328;71.99;M;29
20/02/2008;12:00;-50.716;74.474;M;29
20/02/2008;16:00;-51.014;75.069;M;29
20/02/2008;20:00;-51.505;75.143;M;29
20/02/2008;00:00;-52.108;75.913;M;29
21/02/2008;00:23;-51.681;76.283;M;29
21/02/2008;01:04;-51.615;77.098;M;29
21/02/2008;04:00;-51.52;76.032;M;29
21/02/2008;04:12;-51.439;76.863;M;29
21/02/2008;04:56;-51.133;75.626;M;29
21/02/2008;05:51;-51.186;75.446;M;29
21/02/2008;08:00;-51.206;75.523;M;29
21/02/2008;12:00;-50.784;74.674;M;29
21/02/2008;16:00;-50.302;74.719;M;29
21/02/2008;20:00;-50.308;74.762;M;29
21/02/2008;19:42;-50.378;74.766;M;29
21/02/2008;20:52;-50.311;74.776;M;29
21/02/2008;21:18;-50.289;74.921;M;29
21/02/2008;22:34;-50.365;74.723;M;29
21/02/2008;00:00;-50.304;74.794;M;29
21/02/2008;23:04;-50.287;74.793;M;29
22/02/2008;04:00;-50.301;74.837;M;29
22/02/2008;08:00;-50.25;74.728;M;29
22/02/2008;12:00;-50.307;74.603;M;29
22/02/2008;16:00;-49.636;74.041;M;29
22/02/2008;20:00;-49.933;74;M;29
23/02/2008;08:00;-51.312;70.555;M;29
23/02/2008;16:00;-50.606;70.927;M;29
24/02/2008;00:00;-49.905;70.725;M;29
24/02/2008;03:57;-49.713;75.509;M;29
24/02/2008;04:00;-48.958;71.075;M;29
24/02/2008;05:33;-48.379;71.482;M;29
24/02/2008;08:00;-48.259;71.302;M;29
24/02/2008;09:15;-48.117;71.753;M;29
24/02/2008;10:55;-47.936;71.111;M;29
24/02/2008;12:00;-47.939;70.993;M;29
24/02/2008;16:00;-47.924;69.275;M;29
24/02/2008;20:00;-47.995;69.316;M;29
25/02/2008;00:00;-47.978;69.374;M;29
25/02/2008;04:00;-48.277;68.456;M;29
25/02/2008;12:00;-47.499;65.685;M;29
26/02/2008;04:00;-43.394;63.276;M;29
26/02/2008;08:00;-42.297;62.688;M;29
26/02/2008;12:00;-41.374;61.463;M;29
26/02/2008;16:00;-40.568;60.529;M;29
27/02/2008;04:00;-39.063;57.925;M;29
27/02/2008;06:11;-38.876;57.033;M;29
27/02/2008;06:50;-38.818;56.778;M;29
27/02/2008;08:00;-38.69;56.299;M;29
27/02/2008;10:26;-38.563;55.667;M;29
27/02/2008;12:00;-38.553;54.908;M;29
27/02/2008;12:06;-38.531;54.976;M;29
27/02/2008;12:36;-38.535;54.908;M;29
27/02/2008;13:15;-38.531;54.891;M;29
27/02/2008;14:19;-38.497;54.946;M;29
27/02/2008;16:00;-38.453;54.967;M;29
27/02/2008;17:27;-38.413;54.974;M;29
27/02/2008;20:00;-38.378;54.97;M;29
28/02/2008;00:00;-38.657;54.468;M;29
28/02/2008;04:00;-39.101;53.505;M;29
28/02/2008;08:00;-39.479;51.13;M;29
28/02/2008;12:00;-40.805;48.601;M;29
28/02/2008;16:00;-42.017;45.535;M;29
29/02/2008;08:00;-45.233;49.344;M;29
29/02/2008;12:00;-46.148;51.452;M;29
29/02/2008;14:00;-46.359;51.709;M;29
04/02/2008;22:33;-46.351;51.708;M;10
05/02/2008;00:11;-46.378;51.824;M;10
05/02/2008;00:47;-46.393;51.814;M;10
06/02/2008;01:42;-46.241;51.329;M;10
06/02/2008;02:02;-46.51;51.486;M;10
06/02/2008;03:20;-47.013;50.74;M;10
06/02/2008;03:27;-46.914;51.146;M;10
06/02/2008;04:57;-46.713;51.308;M;10
06/02/2008;05:04;-46.664;51.492;M;10
06/02/2008;06:38;-46.279;51.229;M;10
06/02/2008;06:46;-46.285;51.099;M;10
07/02/2008;12:12;-45.978;51.181;M;10
07/02/2008;13:54;-46.02;51.154;M;10
07/02/2008;15:26;-46.46;51.003;M;10
07/02/2008;15:33;-46.526;50.951;M;10
07/02/2008;16:57;-46.132;51.063;M;10
07/02/2008;18:27;-46.176;51.14;M;10
07/02/2008;18:39;-46.16;51.185;M;10
07/02/2008;20:07;-46.166;51.171;M;10
07/02/2008;20:19;-46.112;51.096;M;10
07/02/2008;20:23;-46.124;51.208;M;10
08/02/2008;21:53;-46.352;51.684;M;10
26/01/2008;14:00;-46.36;51.71;M;6
26/01/2008;18:04;-48.002;53.425;M;6
26/01/2008;19:06;-48.121;53.47;M;6
28/01/2008;00:00;-49.49;65.219;M;6
28/01/2008;04:00;-49.771;63.847;M;6
28/01/2008;08:00;-49.713;63.65;M;6
28/01/2008;12:00;-48.821;66.216;M;6
28/01/2008;16:00;-48.079;65.966;M;6
28/01/2008;20:00;-47.819;65.658;M;6
29/01/2008;00:00;-47.821;65.778;M;6
29/01/2008;00:18;-46.997;61.079;M;6
29/01/2008;04:32;-47.995;66.497;M;6
29/01/2008;04:43;-47.858;65.593;M;6
29/01/2008;06:12;-47.873;65.47;M;6
29/01/2008;06:25;-47.839;65.453;M;6
29/01/2008;08:00;-47.864;65.686;M;6
29/01/2008;08:41;-47.827;65.748;M;6
29/01/2008;16:00;-47.355;65.581;M;6
30/01/2008;00:00;-47.294;65.561;M;6
30/01/2008;04:00;-47.477;65.482;M;6
30/01/2008;08:00;-47.506;65.48;M;6
30/01/2008;12:00;-47.49;65.496;M;6
30/01/2008;16:00;-47.979;65.046;M;6
30/01/2008;20:00;-48.066;64.963;M;6
31/01/2008;00:00;-48.165;64.878;M;6
31/01/2008;04:00;-48.575;64.399;M;6
01/02/2008;04:00;-49.786;63.088;M;6
01/02/2008;08:00;-49.793;63.181;M;6
01/02/2008;09:52;-49.783;63.124;M;6
01/02/2008;11:33;-50.141;62.634;M;6
01/02/2008;11:34;-50.162;62.707;M;6
01/02/2008;12:56;-50.423;62.381;M;6
01/02/2008;13:12;-50.448;62.211;M;6
01/02/2008;13:15;-50.592;61.951;M;6
01/02/2008;17:22;-51.27;61.153;M;6
01/02/2008;17:24;-51.258;61.192;M;6
04/02/2008;13:25;-46.358;51.701;M;6
17/01/2008;12:30;-46.372;51.746;M;9
17/01/2008;12:52;-46.429;51.416;M;9
17/01/2008;13:56;-46.346;52.054;M;9
17/01/2008;14:33;-46.25;52.043;M;9
18/01/2008;00:00;-46.358;51.707;M;9
18/01/2008;04:00;-46.358;51.707;M;9
20/01/2008;06:30;-47.984;66.261;M;9
20/01/2008;10:16;-47.988;65.998;M;9
20/01/2008;11:00;-48.32;66.272;M;9
20/01/2008;12:15;-48.15;65.709;M;9
20/01/2008;12:41;-48.056;66.28;M;9
20/01/2008;13:56;-48.058;66.521;M;9
20/01/2008;14:23;-48.044;65.742;M;9
23/01/2008;13:12;-47.53;65.545;M;9
23/01/2008;13:22;-47.494;65.695;M;9
23/01/2008;14:49;-47.448;65.586;M;9
26/01/2008;00:27;-45.14;60.371;M;9
26/01/2008;01:29;-45.261;59.902;M;9
26/01/2008;02:08;-44.883;59.876;M;9
26/01/2008;02:12;-45.223;60.09;M;9
26/01/2008;03:53;-45.089;59.413;M;9
26/01/2008;04:14;-44.873;59.157;M;9
26/01/2008;05:32;-44.683;58.676;M;9
26/01/2008;05:50;-44.584;58.305;M;9
26/01/2008;18:04;-44.856;55.985;M;9
26/01/2008;19:08;-44.762;56.2;M;9
26/01/2008;22:24;-44.642;56.193;M;9
26/01/2008;22:36;-44.615;55.93;M;9
29/01/2008;00:19;-46.305;51.729;M;9
29/01/2008;01:34;-46.407;51.679;M;9
29/01/2008;01:56;-46.246;51.463;M;9
29/01/2008;06:12;-46.349;51.713;M;9
07/02/2008;06:24;-46.358;51.715;M;9
07/02/2008;08:50;-46.011;51.842;M;9
07/02/2008;10:31;-45.65;53.284;M;9
07/02/2008;12:08;-45.418;53.861;M;9
07/02/2008;13:48;-45.038;55.247;M;9
07/02/2008;13:55;-45.024;55.055;M;9
08/02/2008;18:18;-46.286;61.985;M;9
08/02/2008;19:43;-46.289;61.959;M;9
08/02/2008;20:12;-46.309;61.993;M;9
08/02/2008;21:45;-46.321;62.053;M;9
08/02/2008;23:14;-46.311;62.145;M;9
08/02/2008;23:22;-46.309;62.083;M;9
09/02/2008;00:52;-46.283;62.084;M;9
10/02/2008;05:06;-46.037;62.371;M;9
10/02/2008;05:24;-46.037;62.371;M;9
10/02/2008;06:45;-46.032;62.398;M;9
10/02/2008;10:00;-46.04;62.001;M;9
10/02/2008;12:43;-45.899;62.694;M;9
10/02/2008;13:12;-46.02;62.831;M;9
10/02/2008;14:22;-45.705;63.193;M;9
11/02/2008;17:16;-41.934;63.283;M;9
11/02/2008;18:35;-41.913;63.282;M;9
11/02/2008;18:54;-41.902;63.311;M;9
11/02/2008;19:40;-41.897;63.306;M;9
11/02/2008;20:14;-41.893;63.246;M;9
11/02/2008;21:20;-41.898;63.278;M;9
11/02/2008;22:47;-41.893;63.286;M;9
11/02/2008;23:42;-41.905;63.291;M;9
12/02/2008;00:29;-41.97;63.371;M;9
12/02/2008;01:19;-42.469;63.575;M;9
13/02/2008;03:53;-44.998;65.062;M;9
13/02/2008;05:34;-45.384;64.913;M;9
13/02/2008;05:59;-45.384;65.009;M;9
13/02/2008;07:16;-45.595;64.714;M;9
13/02/2008;07:48;-45.966;64.59;M;9
13/02/2008;11:10;-46.301;64.16;M;9
13/02/2008;12:36;-46.647;63.651;M;9
13/02/2008;12:48;-46.768;63.349;M;9
14/02/2008;14:04;-48.793;63.129;M;9
14/02/2008;15:40;-48.876;63.556;M;9
14/02/2008;16:02;-48.943;62.731;M;9
14/02/2008;16:12;-48.932;62.961;M;9
14/02/2008;17:26;-48.66;62.869;M;9
14/02/2008;17:53;-48.54;62.36;M;9
14/02/2008;19:04;-48.149;62.954;M;9
14/02/2008;19:10;-48.159;62.874;M;9
14/02/2008;19:32;-48.169;63.049;M;9
14/02/2008;20:49;-47.876;62.885;M;9
14/02/2008;22:15;-47.835;62.931;M;9
14/02/2008;22:30;-47.675;62.828;M;9
14/02/2008;22:31;-47.773;63.198;M;9
14/02/2008;23:54;-47.21;62.97;M;9
16/02/2008;01:22;-42.881;56.173;M;9
16/02/2008;01:23;-42.9;56.21;M;9
16/02/2008;03:19;-42.396;54.985;M;9
16/02/2008;04:27;-42.251;54.79;M;9
16/02/2008;04:57;-42.224;54.501;M;9
16/02/2008;06:04;-42.009;54.266;M;9
16/02/2008;06:38;-42.06;53.853;M;9
16/02/2008;07:45;-42.173;53.522;M;9
17/02/2008;12:08;-42.333;50.541;M;9
17/02/2008;13:16;-42.589;50.145;M;9
17/02/2008;13:31;-42.649;50.156;M;9
17/02/2008;14:54;-42.874;50.076;M;9
17/02/2008;15:12;-42.85;49.982;M;9
17/02/2008;16:34;-43.29;49.929;M;9
17/02/2008;16:51;-43.416;50.075;M;9
17/02/2008;18:00;-43.775;50.362;M;9
17/02/2008;18:33;-43.895;50.194;M;9
17/02/2008;19:37;-44.339;49.903;M;9
17/02/2008;20:11;-44.566;49.881;M;9
17/02/2008;20:16;-44.533;49.83;M;9
17/02/2008;21:16;-44.562;49.865;M;9
17/02/2008;21:59;-44.558;49.845;M;9
19/02/2008;00:14;-45.539;50.818;M;9
19/02/2008;00:50;-45.545;50.812;M;9
19/02/2008;01:54;-45.529;50.678;M;9
19/02/2008;02:30;-45.397;50.8;M;9
19/02/2008;04:55;-45.583;50.791;M;9
19/02/2008;06:36;-45.572;50.642;M;9
19/02/2008;07:15;-45.608;50.6;M;9
20/02/2008;12:54;-45.676;51.29;M;9
20/02/2008;13:44;-45.691;51.293;M;9
20/02/2008;14:36;-45.696;51.298;M;9
20/02/2008;15:23;-45.698;51.318;M;9
20/02/2008;16:15;-45.664;50.994;M;9
20/02/2008;17:30;-45.704;51.317;M;9
20/02/2008;18:29;-45.71;51.313;M;9
20/02/2008;19:08;-45.668;51.353;M;9
21/02/2008;05:40;-46.36;51.71;M;9
23/01/2008;10:00;-46.36;51.71;M;31
24/01/2008;00:40;-45.998;61.954;M;31
24/01/2008;18:31;-41.629;58.59;M;31
24/01/2008;18:52;-41.628;58.601;M;31
24/01/2008;21:06;-41.665;58.735;M;31
24/01/2008;22:32;-41.636;58.532;M;31
24/01/2008;22:47;-41.693;58.558;M;31
25/01/2008;08:00;-41.32;56.557;M;31
25/01/2008;12:00;-40.569;54.676;M;31
26/01/2008;04:00;-39.733;52.99;M;31
26/01/2008;08:00;-38.594;51.231;M;31
26/01/2008;16:00;-38.507;50.151;M;31
26/01/2008;20:00;-38.371;49.706;M;31
27/01/2008;00:16;-38.278;49.122;M;31
27/01/2008;01:04;-38.26;48.92;M;31
27/01/2008;01:57;-38.297;48.593;M;31
27/01/2008;02:42;-38.273;48.247;M;31
27/01/2008;04:00;-38.067;47.403;M;31
27/01/2008;06:49;-38.05;47.382;M;31
27/01/2008;07:06;-38.047;47.391;M;31
27/01/2008;08:00;-38.05;47.378;M;31
27/01/2008;10:50;-38.051;47.374;M;31
27/01/2008;12:00;-38.068;47.345;M;31
27/01/2008;16:00;-37.791;46.487;M;31
27/01/2008;20:00;-37.893;46.048;M;31
28/01/2008;00:00;-38.046;45.555;M;31
28/01/2008;04:00;-39.189;44.079;M;31
28/01/2008;08:00;-40.603;42.916;M;31
28/01/2008;14:00;-40.779;41.901;M;31
28/01/2008;20:00;-40.672;39.544;M;31
29/01/2008;00:00;-40.698;38.786;M;31
29/01/2008;04:00;-41.333;37.981;M;31
29/01/2008;12:00;-41.914;36.618;M;31
30/01/2008;07:31;-46.462;37.004;M;31
30/01/2008;07:41;-46.519;36.977;M;31
30/01/2008;08:00;-47.448;37.267;M;31
30/01/2008;10:15;-47.524;37.403;M;31
30/01/2008;11:56;-48.53;37.162;M;31
30/01/2008;11:58;-49.281;37.116;M;31
30/01/2008;13:36;-49.379;37.63;M;31
30/01/2008;13:39;-49.33;37.931;M;31
30/01/2008;13:45;-49.382;37.976;M;31
30/01/2008;15:12;-50.241;38.19;M;31
30/01/2008;15:20;-50.321;37.872;M;31
02/02/2008;13:08;-61.784;18.255;M;31
05/02/2008;00:20;-61.305;11.128;M;31
05/02/2008;00:23;-61.382;11.442;M;31
05/02/2008;00:34;-61.387;11.462;M;31
